Feature	SortIndex	Mean_W	StErr_W	Mean_W_GM	StErr_W_GM	CVratio	CVratio_GM	P_Relia95CI_GM	SignConst	Z_SignConst	P_SignConst	Pfdr_SignConst	Spearman_GM	Pearson_GM	P_Spearman_GM	P_Pearson_GM	Pfdr_Spearman_GM	Pfdr_Pearson_GM	FeatSelProb	Z_Perm	P_PermProb	Pfdr_PermProb
min_H_intra	1	-0.0861512	0.125538	-0.099932	0.0655401	-0.686254	-6.39458	-0.67	0.557389	1.53119	1.20162	1.03922	-0.0507195	0.012002	0.172373	0.0795293	0.0250967	0.0101672	1	-0.451558	0.186012	38.4335
max_H_intra	2	-0.297059	0.113605	-0.290654	0.0687552	-2.61484	-22.4936	-0.97	1	2.74708	2.52195	1.86814	-0.0728645	-0.0693076	0.260528	0.24521	0.0283126	0.0101672	1	-1.17189	0.514345	36.2459
sd_H_intra	3	-0.0986206	0.179609	-0.0788066	0.111535	-0.549084	-1.88176	-0.45	0.323432	0.888493	0.727839	0.623103	-0.0628636	-0.061091	0.21813	0.210848	0.0261098	0.0101672	1	-0.271292	0.191978	49.4725
mean_H_intra	4	0.400925	0.189064	0.404975	0.14342	2.12058	11.3955	0.98	0.973231	2.67354	2.42565	1.86814	-0.015664	0.0191535	0.0837415	0.0931133	0.0250967	0.0101672	1	1.55627	0.64794	37.4736
md_H_intra	5	-0.0465836	0.227207	-0.0330755	0.181608	-0.205027	-0.697944	-0.28	0.0784745	0.215575	0.382309	0.355425	-0.0114297	0.0253149	0.0795455	0.101657	0.0250967	0.0101672	1	-0.135881	0.248075	39.1819
skew_H_intra	6	-0.225729	0.134443	-0.217756	0.0804955	-1.67899	-13.6185	-0.89	0.951962	2.61511	2.35067	1.86814	-0.121036	-0.0788564	0.497456	0.28701	0.0376817	0.0100007	1	-0.992185	0.317837	45.6458
kurtosis_H_intra	7	0.249255	0.140977	0.267771	0.0844915	1.76805	13.8633	0.92	0.901357	2.4761	2.17774	1.86814	-0.107868	-0.00248368	0.427029	0.0484852	0.0376817	0.00943938	1	1.11197	0.476948	34.992
min_M_intra	8	0.148073	0.120918	0.149334	0.0585867	1.22457	10.6265	0.85	0.842684	2.31492	1.9868	1.74376	-0.0200021	0.0352296	0.0747864	0.121049	0.0208172	0.0101672	1	0.590457	0.251132	45.0689
max_M_intra	9	0.332095	0.119397	0.336623	0.0594876	2.78143	24.1457	0.98	0.982765	2.69973	2.4597	1.86814	0.10001	0.0561082	0.387348	0.190754	0.0334895	0.0101672	1	1.23466	0.588754	39.5746
sd_M_intra	10	0.043274	0.160632	0.02504	0.119386	0.269398	0.822736	0.35	0.0539054	0.148082	0.355425	0.355425	0.084512	0.0491039	0.313743	0.163392	0.0292351	0.0101672	1	0.225098	0.164024	38.9605
mean_M_intra	11	-0.256208	0.165909	-0.277164	0.0972237	-1.54427	-12.172	-0.9	0.89879	2.46904	2.16917	1.86814	0.00285272	0.0030472	0.0795455	0.0898752	0.0250116	0.0097831	1	-0.890702	0.339187	40.8475
md_M_intra	12	-0.137608	0.18012	-0.149982	0.1156	-0.763978	-5.75872	-0.65	0.550422	1.51205	1.18535	1.03922	-0.0149497	-0.0155243	0.0843458	0.0764756	0.0208172	0.0101672	1	-0.616732	0.267164	47.6009
skew_M_intra	13	0.0451112	0.165546	0.0335663	0.0743311	0.2725	2.99012	0.58	0.147415	0.40496	0.465018	0.398071	0.0921185	0.0454183	0.348717	0.155534	0.0334895	0.0097831	1	0.180181	0.185965	39.9756
kurtosis_M_intra	14	-0.229722	0.129796	-0.236916	0.0782387	-1.76987	-13.4212	-0.93	0.918959	2.52445	2.23702	1.86814	0.0942954	0.00311085	0.359043	0.0775967	0.0353929	0.0100007	1	-0.862942	0.436576	38.2628
